station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth 
ALO,2022-01-08 15:54,19.00,10.90,70.22,170.00,14.00,0.00,29.93,1015.10,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,4.41,KALO 081554Z 17014KT 10SM OVC016 M07/M12 A2993 RMK AO2 SLP151 T10721117,M
ALO,2022-01-08 16:01,19.90,10.90,67.57,170.00,15.00,0.00,29.92,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,5.09,KALO 081601Z 17015KT 10SM OVC014 M07/M12 A2992 RMK AO2 T10671117,M
ALO,2022-01-08 16:54,21.90,14.00,71.18,160.00,11.00,0.00,29.90,1014.00,10.00,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,9.70,KALO 081654Z 16011KT 10SM OVC010 M06/M10 A2990 RMK AO2 SLP140 T10561100,M
ALO,2022-01-08 17:54,23.00,17.10,77.77,160.00,12.00,0.00,29.87,1013.10,10.00,21.00,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,10.55,KALO 081754Z 16012G21KT 10SM OVC012 M05/M08 A2987 RMK AO2 SLP131 T10501083 11050 21094 58016,M
ALO,2022-01-08 18:54,24.10,18.00,77.21,170.00,11.00,0.00,29.86,1012.80,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,12.48,KALO 081854Z 17011KT 10SM OVC012 M04/M08 A2986 RMK AO2 SLP128 T10441078,M
ALO,2022-01-08 19:54,25.00,19.90,80.66,160.00,10.00,0.00,29.83,1011.60,9.00,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,14.19,KALO 081954Z 16010KT 9SM OVC010 M04/M07 A2983 RMK AO2 SLP116 T10391067,M
ALO,2022-01-08 20:09,25.00,21.00,84.53,160.00,12.00,0.00,29.83,M,8.00,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,13.09,KALO 082009Z 16012KT 8SM OVC009 M04/M06 A2983 RMK AO2 T10391061,M
ALO,2022-01-08 20:54,26.10,21.90,83.89,170.00,10.00,0.00,29.83,1011.50,7.00,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,15.57,KALO 082054Z 17010KT 7SM OVC008 M03/M06 A2983 RMK AO2 SLP115 T10331056 56014,M
ALO,2022-01-08 21:54,27.00,23.00,84.66,170.00,9.00,0.00,29.84,1012.10,4.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,17.30,KALO 082154Z 17009KT 4SM BR OVC006 M03/M05 A2984 RMK AO2 SLP121 T10281050,M
ALO,2022-01-08 22:54,27.00,24.10,88.65,170.00,9.00,0.00,29.84,1011.90,4.00,M,OVC,M,M,M,500.00,M,M,M,BR,M,M,M,M,M,M,17.30,KALO 082254Z 17009KT 4SM BR OVC005 M03/M04 A2984 RMK AO2 SLP119 T10281044,M
ALO,2022-01-08 23:54,28.00,24.10,85.08,180.00,5.00,0.00,29.88,1013.30,5.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,21.64,KALO 082354Z 18005KT 5SM BR OVC006 M02/M04 A2988 RMK AO2 SLP133 T10221044 11022 21050 53018,M
ALO,2022-01-09 00:54,28.90,25.00,85.14,190.00,5.00,0.00,29.91,1014.30,3.00,M,OVC,M,M,M,500.00,M,M,M,BR,M,M,M,M,M,M,22.71,KALO 090054Z 19005KT 3SM BR OVC005 M02/M04 A2991 RMK AO2 SLP143 T10171039,M
ALO,2022-01-09 01:04,28.90,25.00,85.14,190.00,5.00,0.00,29.92,M,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,22.71,KALO 090104Z 19005KT 2 1/2SM BR OVC004 M02/M04 A2992 RMK AO2 T10171039,M
ALO,2022-01-09 01:41,28.90,25.00,85.14,180.00,5.00,0.00,29.92,M,1.75,M,OVC,M,M,M,300.00,M,M,M,BR,T,M,M,M,M,M,22.71,KALO 090141Z 18005KT 1 3/4SM BR OVC003 M02/M04 A2992 RMK AO2 I1000 T10171039,M
ALO,2022-01-09 01:54,28.90,25.00,85.14,200.00,4.00,0.00,29.93,1014.60,2.00,M,OVC,M,M,M,300.00,M,M,M,BR,T,M,M,M,M,M,23.80,KALO 090154Z AUTO 20004KT 2SM BR OVC003 M02/M04 A2993 RMK AO2 SLP146 I1000 T10171039,M
ALO,2022-01-09 02:54,28.90,26.10,89.12,240.00,6.00,0.00,29.94,1015.00,2.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,T,M,M,M,M,21.80,KALO 090254Z AUTO 24006KT 2SM BR OVC003 M02/M03 A2994 RMK AO2 SLP150 I3000 T10171033 51017,M
ALO,2022-01-09 03:26,30.00,27.00,88.44,260.00,8.00,0.00,29.95,M,3.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,21.65,KALO 090326Z AUTO 26008KT 3SM BR OVC003 M01/M03 A2995 RMK AO2 T10111028,M
ALO,2022-01-09 03:46,30.00,27.00,88.44,280.00,7.00,0.00,29.96,M,4.00,M,OVC,M,M,M,600.00,M,M,M,BR,M,M,M,M,M,M,22.34,KALO 090346Z AUTO 28007KT 4SM BR OVC006 M01/M03 A2996 RMK AO2 CIG 003V010 T10111028,M
ALO,2022-01-09 03:54,30.00,27.00,88.44,280.00,6.00,0.00,29.97,1015.90,4.00,M,BKN,BKN,M,M,600.00,1100.00,M,M,BR,M,M,M,M,M,M,23.12,KALO 090354Z AUTO 28006KT 4SM BR BKN006 BKN011 M01/M03 A2997 RMK AO2 CIG 004V009 SLP159 T10111028,M
ALO,2022-01-09 04:09,30.90,27.00,85.26,290.00,10.00,0.00,29.98,M,6.00,M,SCT,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,21.59,KALO 090409Z AUTO 29010KT 6SM BR SCT009 M01/M03 A2998 RMK AO2 T10061028,M
ALO,2022-01-09 04:25,30.00,26.10,85.21,320.00,17.00,0.00,30.00,M,9.00,26.00,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,26.00,300.00,2022-01-09 04:22,17.46,KALO 090425Z AUTO 32017G26KT 9SM BKN017 M01/M03 A3000 RMK AO2 PK WND 30026/0422 T10111033,M
ALO,2022-01-09 04:54,25.00,18.00,74.36,310.00,20.00,0.00,30.04,1018.40,10.00,29.00,FEW,SCT,BKN,M,1500.00,2200.00,12000.00,M,M,M,M,M,29.00,310.00,2022-01-09 04:48,9.84,KALO 090454Z AUTO 31020G29KT 10SM FEW015 SCT022 BKN120 M04/M08 A3004 RMK AO2 PK WND 31029/0448 SLP184 T10391078,M
ALO,2022-01-09 05:50,19.40,14.00,79.16,310.00,15.00,0.00,30.10,M,10.00,M,BKN,OVC,M,M,1900.00,8500.00,M,M,M,M,M,M,26.00,300.00,2022-01-09 05:34,4.45,KALO 090550Z AUTO 31015KT 10SM BKN019 OVC085 M07/M10 A3010 RMK AO2 PK WND 30026/0534 PRESRR,M
ALO,2022-01-09 05:54,19.90,14.00,77.48,320.00,16.00,0.00,30.10,1020.70,10.00,M,BKN,BKN,OVC,M,1900.00,8000.00,10000.00,M,M,M,M,T,26.00,300.00,2022-01-09 05:34,4.65,KALO 090554Z AUTO 32016KT 10SM BKN019 BKN080 OVC100 M07/M10 A3010 RMK AO2 PK WND 30026/0534 PRESRR SLP207 I6000 T10671100 11006 21067 410061128 51045,M
ALO,2022-01-09 06:21,19.90,12.00,70.95,330.00,19.00,0.00,30.12,M,10.00,26.00,SCT,BKN,M,M,1700.00,11000.00,M,M,M,M,M,M,26.00,320.00,2022-01-09 06:20,3.44,KALO 090621Z AUTO 33019G26KT 10SM SCT017 BKN110 M07/M11 A3012 RMK AO2 PK WND 32026/0620 T10671111,M
ALO,2022-01-09 06:54,18.00,10.00,70.41,300.00,16.00,0.00,30.16,1022.60,10.00,24.00,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,26.00,320.00,2022-01-09 06:20,2.17,KALO 090654Z AUTO 30016G24KT 10SM SCT120 M08/M12 A3016 RMK AO2 PK WND 32026/0620 SLP226 T10781122,M
ALO,2022-01-09 07:54,14.00,6.10,70.26,300.00,14.00,0.00,30.20,1024.10,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,310.00,2022-01-09 07:12,-2.04,KALO 090754Z AUTO 30014G24KT 10SM CLR M10/M14 A3020 RMK AO2 PK WND 31029/0712 SLP241 T11001144,M
ALO,2022-01-09 08:54,10.00,-0.90,60.64,320.00,22.00,0.00,30.26,1026.40,10.00,31.00,CLR,M,M,M,M,M,M,M,M,M,M,M,34.00,290.00,2022-01-09 08:38,-10.88,KALO 090854Z AUTO 32022G31KT 10SM CLR M12/M18 A3026 RMK AO2 PK WND 29034/0838 SLP264 T11221183 53053,M
ALO,2022-01-09 09:54,8.10,-2.00,62.70,310.00,14.00,0.00,30.29,1027.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,33.00,310.00,2022-01-09 09:02,-9.64,KALO 090954Z AUTO 31014KT 10SM CLR M13/M19 A3029 RMK AO2 PK WND 31033/0902 SLP275 T11331189,M
ALO,2022-01-09 10:54,5.00,-5.10,62.25,310.00,16.00,0.00,30.34,1029.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.77,KALO 091054Z AUTO 31016KT 10SM CLR M15/M21 A3034 RMK AO2 SLP290 T11501206,M
ALO,2022-01-09 11:54,3.90,-5.10,65.47,300.00,13.00,0.00,30.38,1030.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.43,KALO 091154Z 30013KT 10SM CLR M16/M21 A3038 RMK AO2 SLP304 T11561206 11067 21156 53039,M
ALO,2022-01-09 12:54,3.00,-5.10,68.25,310.00,15.00,0.00,30.41,1031.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.82,KALO 091254Z 31015KT 10SM CLR M16/M21 A3041 RMK AO2 SLP316 T11611206,M
ALO,2022-01-09 13:54,1.90,-6.00,68.77,310.00,12.00,0.00,30.45,1032.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-16.31,KALO 091354Z 31012KT 10SM CLR M17/M21 A3045 RMK AO2 SLP327 T11671211,M
ALO,2022-01-09 14:54,3.90,-6.00,62.69,310.00,12.00,0.00,30.48,1033.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-13.76,KALO 091454Z 31012KT 10SM CLR M16/M21 A3048 RMK AO2 SLP337 T11561211 51032,M
ALO,2022-01-09 15:54,7.00,-4.00,59.91,310.00,15.00,0.00,30.52,1035.20,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,320.00,2022-01-09 15:25,-11.63,KALO 091554Z 31015G25KT 10SM CLR M14/M20 A3052 RMK AO2 PK WND 32026/1525 SLP352 T11391200,M
ALO,2022-01-09 16:54,9.00,-2.90,57.69,300.00,20.00,0.00,30.54,1036.00,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,31.00,310.00,2022-01-09 16:13,-11.41,KALO 091654Z 30020G25KT 10SM CLR M13/M19 A3054 RMK AO2 PK WND 31031/1613 SLP360 T11281194,M
ALO,2022-01-09 17:54,10.90,-2.00,55.30,310.00,16.00,0.00,30.54,1035.80,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.08,KALO 091754Z 31016G21KT 10SM CLR M12/M19 A3054 RMK AO2 SLP358 T11171189 11117 21167 50020,M
ALO,2022-01-09 18:54,12.00,-0.90,55.48,320.00,14.00,0.00,30.52,1035.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.62,KALO 091854Z 32014KT 10SM CLR M11/M18 A3052 RMK AO2 SLP353 T11111183,M
ALO,2022-01-09 19:54,14.00,0.00,53.00,310.00,11.00,0.00,30.51,1034.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-0.28,KALO 091954Z 31011KT 10SM CLR M10/M18 A3051 RMK AO2 SLP349 T11001178,M
ALO,2022-01-09 20:54,15.10,0.00,50.51,310.00,9.00,0.00,30.51,1035.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.50,KALO 092054Z 31009KT 10SM CLR M09/M18 A3051 RMK AO2 SLP351 T10941178 55009,M
ALO,2022-01-09 21:54,15.10,1.00,52.93,300.00,9.00,0.00,30.53,1035.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.50,KALO 092154Z 30009KT 10SM CLR M09/M17 A3053 RMK AO2 SLP359 T10941172,M
ALO,2022-01-09 22:54,14.00,0.00,53.00,280.00,5.00,0.00,30.54,1036.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.02,KALO 092254Z 28005KT 10SM CLR M10/M18 A3054 RMK AO2 SLP363 T11001178,M
ALO,2022-01-09 23:54,12.00,0.00,57.88,0.00,0.00,0.00,30.55,1036.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.00,KALO 092354Z 00000KT 10SM CLR M11/M18 A3055 RMK AO2 SLP367 T11111178 11089 21122 51014,M
ALO,2022-01-10 00:54,6.10,-2.90,65.77,0.00,0.00,0.00,30.55,1036.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.10,KALO 100054Z 00000KT 10SM CLR M14/M19 A3055 RMK AO2 SLP367 T11441194,M
ALO,2022-01-10 01:54,3.90,-4.00,69.02,60.00,3.00,0.00,30.55,1036.80,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,-3.43,KALO 100154Z AUTO 06003KT 10SM OVC090 M16/M20 A3055 RMK AO2 SLP368 T11561200,M
ALO,2022-01-10 02:54,8.10,1.00,72.20,0.00,0.00,0.00,30.54,1036.40,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,8.10,KALO 100254Z AUTO 00000KT 10SM OVC090 M13/M17 A3054 RMK AO2 SLP364 T11331172 58004,M
ALO,2022-01-10 03:54,10.90,3.90,72.85,0.00,0.00,0.00,30.53,1036.10,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,10.90,KALO 100354Z AUTO 00000KT 10SM OVC095 M12/M16 A3053 RMK AO2 SLP361 T11171156,M
ALO,2022-01-10 04:54,12.90,5.00,70.13,0.00,0.00,0.00,30.52,1035.70,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,12.90,KALO 100454Z AUTO 00000KT 10SM OVC095 M11/M15 A3052 RMK AO2 SLP357 T11061150,M
ALO,2022-01-10 05:54,14.00,6.10,70.26,0.00,0.00,0.00,30.51,1035.20,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,14.00,KALO 100554Z AUTO 00000KT 10SM OVC095 M10/M14 A3051 RMK AO2 SLP352 T11001144 11100 21167 410671167 58009,M
ALO,2022-01-10 06:54,12.90,6.10,73.74,70.00,5.00,0.00,30.48,1034.20,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,3.71,KALO 100654Z AUTO 07005KT 10SM OVC095 M11/M14 A3048 RMK AO2 SLP342 T11061144,M
ALO,2022-01-10 07:54,12.00,3.00,66.56,0.00,0.00,0.00,30.48,1034.00,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,12.00,KALO 100754Z AUTO 00000KT 10SM BKN090 M11/M16 A3048 RMK AO2 SLP340 T11111161,M
ALO,2022-01-10 08:54,10.00,1.00,66.29,0.00,0.00,0.00,30.48,1033.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.00,KALO 100854Z AUTO 00000KT 10SM CLR M12/M17 A3048 RMK AO2 SLP339 T11221172 56013,M
ALO,2022-01-10 09:54,1.90,-2.90,79.79,320.00,5.00,0.00,30.48,1034.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.35,KALO 100954Z AUTO 32005KT 10SM CLR M17/M19 A3048 RMK AO2 SLP341 T11671194,M
ALO,2022-01-10 10:54,5.00,-0.90,76.03,300.00,5.00,0.00,30.51,1035.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.67,KALO 101054Z AUTO 30005KT 10SM CLR M15/M18 A3051 RMK AO2 SLP350 T11501183,M
ALO,2022-01-10 11:54,3.90,-2.90,72.74,310.00,5.00,0.00,30.52,1035.70,10.00,M,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,-6.98,KALO 101154Z 31005KT 10SM SCT075 M16/M19 A3052 RMK AO2 SLP357 T11561194 11100 21167 53016,M
ALO,2022-01-10 12:54,5.00,-2.90,69.16,330.00,8.00,0.00,30.55,1036.80,10.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,-9.15,KALO 101254Z 33008KT 10SM BKN080 M15/M19 A3055 RMK AO2 SLP368 T11501194,M
ALO,2022-01-10 13:54,3.90,-5.10,65.47,340.00,8.00,0.00,30.56,1037.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-10.50,KALO 101354Z 34008KT 10SM CLR M16/M21 A3056 RMK AO2 SLP371 T11561206,M
ALO,2022-01-10 14:54,5.00,-7.10,56.51,340.00,8.00,0.00,30.59,1038.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.15,KALO 101454Z 34008KT 10SM CLR M15/M22 A3059 RMK AO2 SLP381 T11501217 53022,M
ALO,2022-01-10 15:54,6.10,-9.90,46.86,360.00,10.00,0.00,30.61,1038.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.51,KALO 101554Z 36010KT 10SM CLR M14/M23 A3061 RMK AO2 SLP387 T11441233,M
ALO,2022-01-10 16:54,7.00,-9.00,47.02,340.00,10.00,0.00,30.63,1039.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-8.38,KALO 101654Z 34010KT 10SM CLR M14/M23 A3063 RMK AO2 SLP391 T11391228,M
ALO,2022-01-10 17:54,9.00,-7.10,47.14,350.00,8.00,0.00,30.61,1038.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.22,KALO 101754Z 35008KT 10SM CLR M13/M22 A3061 RMK AO2 SLP384 T11281217 11128 21161 50006,M
ALO,2022-01-10 18:54,10.00,-7.10,45.07,320.00,10.00,0.00,30.59,1037.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.62,KALO 101854Z 32010KT 10SM CLR M12/M22 A3059 RMK AO2 SLP378 T11221217,M
ALO,2022-01-10 19:54,10.90,-6.00,45.67,320.00,8.00,0.00,30.58,1037.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.88,KALO 101954Z 32008KT 10SM CLR M12/M21 A3058 RMK AO2 SLP374 T11171211,M
ALO,2022-01-10 20:54,12.00,-4.00,47.89,340.00,9.00,0.00,30.59,1037.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1.35,KALO 102054Z 34009KT 10SM CLR M11/M20 A3059 RMK AO2 SLP378 T11111200 55006,M
ALO,2022-01-10 21:54,12.00,-4.00,47.89,350.00,6.00,0.00,30.60,1038.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.44,KALO 102154Z 35006KT 10SM CLR M11/M20 A3060 RMK AO2 SLP384 T11111200,M
ALO,2022-01-10 22:54,9.00,-4.00,54.74,10.00,4.00,0.00,30.59,1038.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.56,KALO 102254Z 01004KT 10SM CLR M13/M20 A3059 RMK AO2 SLP380 T11281200,M
ALO,2022-01-10 23:54,6.10,-5.10,59.20,0.00,0.00,0.00,30.60,1038.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.10,KALO 102354Z 00000KT 10SM CLR M14/M21 A3060 RMK AO2 SLP384 T11441206 11111 21144 51003,M
ALO,2022-01-11 00:54,5.00,-5.10,62.25,0.00,0.00,0.00,30.61,1038.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.00,KALO 110054Z 00000KT 10SM CLR M15/M21 A3061 RMK AO2 SLP388 T11501206,M
ALO,2022-01-11 01:54,3.90,-4.00,69.02,180.00,3.00,0.00,30.59,1038.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-3.43,KALO 110154Z 18003KT 10SM CLR M16/M20 A3059 RMK AO2 SLP381 T11561200,M
ALO,2022-01-11 02:54,3.00,-5.10,68.25,0.00,0.00,0.00,30.57,1037.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.00,KALO 110254Z AUTO 00000KT 10SM CLR M16/M21 A3057 RMK AO2 SLP376 T11611206 58008,M
ALO,2022-01-11 03:54,1.00,-6.00,71.71,110.00,3.00,0.00,30.56,1037.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.75,KALO 110354Z AUTO 11003KT 10SM CLR M17/M21 A3056 RMK AO2 SLP370 T11721211,M
ALO,2022-01-11 04:54,5.00,-4.00,65.62,0.00,0.00,0.00,30.55,1036.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.00,KALO 110454Z AUTO 00000KT 10SM CLR M15/M20 A3055 RMK AO2 SLP366 T11501200,M
ALO,2022-01-11 05:54,6.10,-4.00,62.41,170.00,6.00,0.00,30.52,1035.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.66,KALO 110554Z AUTO 17006KT 10SM CLR M14/M20 A3052 RMK AO2 SLP355 T11441200 11139 21172 411001172 58019,M
ALO,2022-01-11 06:54,6.10,-4.00,62.41,160.00,4.00,0.00,30.49,1034.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-2.82,KALO 110654Z AUTO 16004KT 10SM CLR M14/M20 A3049 RMK AO2 SLP346 T11441200,M
ALO,2022-01-11 07:54,7.00,-2.90,63.14,130.00,9.00,0.00,30.44,1032.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.57,KALO 110754Z AUTO 13009KT 10SM CLR M14/M19 A3044 RMK AO2 SLP327 T11391194,M
ALO,2022-01-11 08:54,6.10,-2.90,65.77,140.00,7.00,0.00,30.42,1032.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-6.79,KALO 110854Z AUTO 14007KT 10SM CLR M14/M19 A3042 RMK AO2 SLP321 T11441194 56033,M
ALO,2022-01-11 09:54,7.00,-4.00,59.91,150.00,10.00,0.00,30.38,1030.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-8.38,KALO 110954Z AUTO 15010KT 10SM CLR M14/M20 A3038 RMK AO2 SLP309 T11391200,M
ALO,2022-01-11 10:54,7.00,-2.90,63.14,170.00,12.00,0.00,30.35,1029.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.82,KALO 111054Z AUTO 17012KT 10SM CLR M14/M19 A3035 RMK AO2 SLP299 T11391194,M
ALO,2022-01-11 11:54,8.10,-2.90,60.07,160.00,14.00,0.00,30.31,1028.50,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.64,KALO 111154Z 16014G20KT 10SM CLR M13/M19 A3031 RMK AO2 SLP285 T11331194 11133 21144 58036,M
ALO,2022-01-11 12:54,8.10,-2.90,60.07,160.00,15.00,0.00,30.26,1026.80,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-10.20,KALO 111254Z 16015G24KT 10SM CLR M13/M19 A3026 RMK AO2 SLP268 T11331194,M
ALO,2022-01-11 13:54,9.00,-0.90,63.42,170.00,16.00,0.00,30.20,1024.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.56,KALO 111354Z 17016KT 10SM CLR M13/M18 A3020 RMK AO2 SLP249 T11281183,M
ALO,2022-01-11 14:54,12.00,1.90,63.25,170.00,15.00,0.00,30.16,1023.20,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-5.15,KALO 111454Z 17015G23KT 10SM CLR M11/M17 A3016 RMK AO2 SLP232 T11111167 56051,M
ALO,2022-01-11 15:54,18.00,8.10,64.66,170.00,12.00,0.00,30.13,1022.10,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,27.00,180.00,2022-01-11 15:07,4.18,KALO 111554Z 17012G21KT 10SM CLR M08/M13 A3013 RMK AO2 PK WND 18027/1507 SLP221 T10781133,M
ALO,2022-01-11 16:54,24.10,14.00,64.89,180.00,14.00,0.00,30.09,1020.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.98,KALO 111654Z 18014KT 10SM CLR M04/M10 A3009 RMK AO2 SLP206 T10441100,M
ALO,2022-01-11 17:54,32.00,19.90,60.55,190.00,15.00,0.00,30.04,1018.60,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.78,KALO 111754Z 19015G22KT 10SM CLR 00/M07 A3004 RMK AO2 PRESFR SLP186 T00001067 10000 21139 58040,M
ALO,2022-01-11 18:54,35.10,23.00,60.99,210.00,11.00,0.00,29.99,1017.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.38,KALO 111854Z 21011KT 10SM CLR 02/M05 A2999 RMK AO2 SLP171 T00171050,M
ALO,2022-01-11 19:54,39.00,26.10,59.52,220.00,13.00,0.00,29.96,1015.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.54,KALO 111954Z 22013KT 10SM CLR 04/M03 A2996 RMK AO2 SLP159 T00391033,M
ALO,2022-01-11 20:54,39.90,27.00,59.65,220.00,14.00,0.00,29.92,1014.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.35,KALO 112054Z 22014KT 10SM CLR 04/M03 A2992 RMK AO2 SLP145 T00441028 58037,M
ALO,2022-01-11 21:54,41.00,28.90,61.79,230.00,11.00,0.00,29.94,1015.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.84,KALO 112154Z 23011KT 10SM CLR 05/M02 A2994 RMK AO2 SLP150 T00501017,M
ALO,2022-01-11 22:54,39.90,28.90,64.49,220.00,11.00,0.00,29.93,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.45,KALO 112254Z 22011KT 10SM CLR 04/M02 A2993 RMK AO2 SLP149 T00441017,M
ALO,2022-01-11 23:54,37.90,28.00,67.20,250.00,9.00,0.00,29.96,1016.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.85,KALO 112354Z 25009KT 10SM CLR 03/M02 A2996 RMK AO2 SLP160 T00331022 10050 20000 53014,M
ALO,2022-01-12 00:54,37.90,26.10,62.14,250.00,9.00,0.00,29.98,1016.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.85,KALO 120054Z 25009KT 10SM CLR 03/M03 A2998 RMK AO2 SLP164 T00331033,M
